A,A,A,A,A,A,A,A,A
A,A,A,A,A,A,A,A,B
A,A,A,A,A,A,A,A,C
A,A,A,A,A,A,A,B,C
A,A,A,A,A,A,C,C,C
A,A,A,A,A,B,A,B,C
A,A,A,A,B,A,A,A,C
A,A,A,A,B,A,C,C,C
A,A,A,A,B,B,A,B,B
A,A,A,A,B,B,A,B,C
A,A,A,A,B,B,A,C,C
A,A,A,A,B,C,A,C,B
A,A,A,A,B,C,C,C,C
A,A,A,B,B,B,C,C,C
A,A,C,A,A,C,C,C,A
A,A,C,A,B,C,C,C,A
A,B,B,B,A,A,B,A,A
A,B,C,B,C,A,C,A,B
